REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 5 ML;7.270;330244;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 5 ML;9.690;330245;17;Entrega realizada;25/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 2 ML;30.250;330246;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 2 ML;27.470;330247;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 2 ML;6.005;330248;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 2 ML;1.245;330245;17;Entrega realizada;25/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;50;330706;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;1.000;330666;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS ;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;2.050;330667;18;Entrega realizada;05/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;3.900;330667;18;Entrega realizada;05/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;700;330668;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;9.200;330669;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;2.650;330670;18;Entrega realizada;05/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;850;330671;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;650;330669;18;Entrega realizada;02/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;11.750;331957;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;12.740;331958;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;15.830;331959;19;Entrega realizada;20/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.710;331960;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;79.250;331961;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;780;331962;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;9.640;331963;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.490;331964;19;Entrega realizada;19/10/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.250;336912;20;Entrega realizada;23/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.330;336913;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;280;336914;20;Entrega realizada;23/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.100;336915;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.600;336916;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;28.540;336917;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;46.070;336926;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;2.040;336927;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;9.370;336928;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;100;336927;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;1.500;336931;20;Entrega realizada;22/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;6.380;336932;20;Entrega realizada;22/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;1.540;336927;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;3.250;336933;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;10.190;336934;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;8.750;336918;20;Entrega realizada;22/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;425;336913;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;275;336914;20;Entrega realizada;23/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;725;336915;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;450;336912;20;Entrega realizada;23/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;5.225;336919;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;1.050;336920;20;Entrega realizada;19/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;300;336921;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;625;336922;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;875;336923;20;Entrega realizada;19/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;250;336914;20;Entrega realizada;23/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;750;336915;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;17.675;336917;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;1.525;336920;20;Entrega realizada;19/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;4.550;336924;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;550;336918;20;Entrega realizada;22/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;14.825;336925;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;425;336913;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;3.850;336932;20;Entrega realizada;22/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;2.075;336927;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;4.350;336933;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;7.375;336935;20;Entrega realizada;19/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;17.750;336928;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;7.944;336926;20;Entrega realizada;21/12/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.000;338712;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;3.000;338712;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;10.000;338713;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;16.000;338713;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;7.500;338713;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;1.000;338713;21;Entrega realizada;14/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;11.500;339954;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;25.000;339954;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;10.000;339954;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;900;339954;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;35.000;339954;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.500;339955;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;6.000;339955;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;3.000;339955;22;Entrega realizada;28/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;9.190;340177;23;Entrega realizada;31/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;957;340510;24;Entrega realizada;04/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.270;340511;24;Entrega realizada;04/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;8.150;340511;24;Entrega realizada;04/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;10.050;340512;24;Entrega realizada;08/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;41.100;340512;24;Entrega realizada;08/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;5.325;341770;25;Entrega realizada;14/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;740;343077;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;23.275;343077;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;14.040;343077;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;1.300;343078;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;1.850;343078;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.680;343078;26;Entrega realizada;27/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.080;343342;27;Entrega realizada;28/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;33.630;343368;27;Entrega realizada;28/02/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;130;343345;27;Entrega realizada;02/03/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;800;343346;27;Entrega realizada;02/03/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.290;343202;27;Entrega realizada;01/03/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;SANTA CATARINA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;21.300;343789;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;SANTA CATARINA;SES;CONTRATO Nº 305/2020 - ARP 101/2020;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 5 mL;20.200;343789;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
